@SampleID:ERR1700889_1.fastq
@Version:Metalign
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	91.58292
10239	superkingdom	10239	Viruses	8.3929
204428	phylum	2|204428	Bacteria|Chlamydiae	44.92684
201174	phylum	2|201174	Bacteria|Actinobacteria	37.46634
1224	phylum	2|1224	Bacteria|Proteobacteria	9.18974
204429	class	2|204428|204429	Bacteria|Chlamydiae|Chlamydiia	44.92684
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	37.46634
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	9.18974
51291	order	2|204428|204429|51291	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales	44.92684
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	37.46634
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	9.18974
2169561	order	10239|||2169561	Viruses|||Ortervirales	2.28236
809	family	2|204428|204429|51291|809	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae	44.92684
1762	family	2|201174|1760|85007|1762	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae	37.46634
224372	family	2|1224|1236|135619|224372	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae	9.18974
11632	family	10239|||2169561|11632	Viruses|||Ortervirales|Retroviridae	2.28236
810	genus	2|204428|204429|51291|809|810	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia	44.92684
1763	genus	2|201174|1760|85007|1762|1763	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium	37.46634
59753	genus	2|1224|1236|135619|224372|59753	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax	9.18974
83555	species	2|204428|204429|51291|809|810|83555	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia abortus	44.92684
1773	species	2|201174|1760|85007|1762|1763|1773	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium tuberculosis	37.46634
172371	species	2|1224|1236|135619|224372|59753|172371	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis	9.18974
239364	species	10239||||||239364	Viruses||||||uncultured human fecal virus	6.11054
45617	species	10239|||2169561|11632||45617	Viruses|||Ortervirales|Retroviridae||Human endogenous retrovirus K	2.28236
83555.45.1	strain	2|204428|204429|51291|809|810|83555|83555.45.1	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia abortus|	44.92684	83555.45.1	83555
1773.1307.1	strain	2|201174|1760|85007|1762|1763|1773|1773.1307.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium tuberculosis|	37.46634	1773.1307.1	1773
172371.0	strain	2|1224|1236|135619|224372|59753|172371|172371.0	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax venustensis|Alcanivorax venustensis unknown strain	9.18974	172371.0	172371
239364.1.1	strain	10239||||||239364|239364.1.1	Viruses||||||uncultured human fecal virus|	6.11054	239364.1.1	239364
166122.1	strain	10239|||2169561|11632||45617|166122.1	Viruses|||Ortervirales|Retroviridae||Human endogenous retrovirus K|Human endogenous retrovirus K113	2.28236	166122.1	166122
